Sentence #,Word,Tag
,lights,O
Sentence 2554,Fig. 9 ,O
,Rail,O
,locking,O
,tabs,O
Sentence 2555,Fig. 10 ,O
,Dimensional,O
,sketch,O
Sentence 2556,Fig. 4 ,O
,Nameplate,O
,IO 351,i o systems
,B,water pump
Sentence 2557,Fig. 6 ,O
,Screen,O
,fixed,O
,with,O
,cable,O
,clamp,O
Sentence 2558,Fig. 5 ,O
,System,O
,overview,O
,TM,O
Sentence 2559,Fig. 118Example ,O
,of,O
,selection,O
,of,O
,units,O
Sentence 2560,Fig. 86 ,O
,Pilot,O
,pump,O
,curve,O
,data,O
Sentence 2561,Fig. 41 ,O
,Settings,O
Sentence 2562,Fig. 75 ,O
,Filling,O
,and,O
,pressure,O
,buildup,O
,phases,O
Sentence 2563,Fig. 76 ,O
,Emergency,O
,run,O
Sentence 2564,Fig. 44 ,O
,Alternative,O
,setpoints,O
Sentence 2565,Fig. 45 ,O
,Alternative,O
,setpoints,O
,2-7,O
Sentence 2566,Fig. 110Limit ,O
,exceeded,O
Sentence 2567,Fig. 19 ,O
,Actual,O
,alarms,O
Sentence 2568,Fig. 18 ,O
,Status,O
Sentence 2569,Fig. 34 ,O
,Alternative,O
,setpoints,O
Sentence 2570,Fig. 98 ,O
,User-defined,O
,duty,O
Sentence 2571,Fig. 122GENIbus ,O
,number,O
Sentence 2572,Fig. 121Ethernet ,O
Sentence 2573,Fig. 55 ,O
,Manual,O
,adaptation,O
,of,O
,proportional,O
,pressure,O
Sentence 2574,Fig. 131Change ,O
,of,O
,password,O
Sentence 2575,Fig. 126Example ,O
,of,O
,setting,O
,of,O
,Ethernet,O
Sentence 2576,Fig. 129Network ,O
,setting,O
Sentence 2577,Fig. 51 ,O
,Event,O
Sentence 2578,Fig. 53 ,O
,Simplified,O
,model,O
,of,O
,water,O
,distribution,O
,network,O
Sentence 2579,Fig. 77 ,O
,Digital,O
,inputs,O
Sentence 2580,Fig. 37 ,O
,Alarm,O
,status,O
Sentence 2581,Fig. 65 ,O
,Pump,O
,test,O
,run,O
Sentence 2582,Fig. 112Log ,O
,values,O
Sentence 2583,Fig. 84 ,O
,Analog,O
,outputs,O
Sentence 2584,Fig. 85 ,O
,Output,O
,signal,O
Sentence 2585,Fig. 1 ,O
,Correct,O
,lifting,O
,of,O
,control,O
,cabinet,O
Sentence 2586,Fig. 62 ,O
,Min.,O
,time,O
,and,O
,max.,O
,number,O
,of,O
,starts,O
Sentence 2587,Fig. 68 ,O
,Compensation,O
,for,O
,pump,O
,startup,O
,time,O
Sentence 2588,Fig. 66 ,O
,Pump,O
,stop,O
,attempt,O
Sentence 2589,Fig. 97 ,O
,Sofrel,O
,logger,O
Sentence 2590,Fig. 29 ,O
,XiLog,O
,status,O
Sentence 2591,Fig. 28 ,O
,Sofrel,O
,status,O
Sentence 2592,Fig. 27 ,O
,Battery,O
,status,O
Sentence 2593,Fig. 26 ,O
,Log,O
,graph,O
Sentence 2594,Fig. 94 ,O
,Flow,O
,estimation,O
Sentence 2595,Fig. 92 ,O
,Control,O
,source,O
Sentence 2596,Fig. 93 ,O
,Fixed,O
,inlet,O
,pressure,O
Sentence 2597,Fig. 95 ,O
,Reduced,O
,operation,O
Sentence 2598,Fig. 50 ,O
,Clock,O
,program,O
Sentence 2599,"Fig. 113Fault, ",O
,primary,O
,sensor,O
Sentence 2600,"Fig. 105Measurement, ",O
,inlet,O
,pressure,O
Sentence 2601,Fig. 80 ,O
,Analog,O
,inputs,O
Sentence 2602,Fig. 2 ,O
,Operating,O
,panel,O
Sentence 2603,Fig. 71 ,O
,Start/stop,O
,band,O
Sentence 2604,Fig. 70 ,O
,Stop,O
,function,O
Sentence 2605,Fig. 102Monitoring ,O
,functions,O
Sentence 2606,Fig. 30 ,O
,Fieldbus,O
,status,O
Sentence 2607,"Fig. 106Measurement, ",O
,tank,O
,level,O
Sentence 2608,Fig. 22 ,O
,Setpoint,O
Sentence 2609,Fig. 60 ,O
,Pump,O
,cascade,O
,control,O
Sentence 2610,Fig. 61 ,O
,Min.,O
,time,O
,between,O
,start/stop,O
Sentence 2611,Fig. 90 ,O
,Reading,O
,of,O
,"power,",O
,"Q0,",O
,%,O
,speed,O
,(Grundfos,O
,Product,O
,Center),O
Sentence 2612,Fig. 89 ,O
,Reading,O
,of,O
,"power,",O
,"Q0,",O
,%,O
,speed,O
,(Grundfos,O
,Product,O
,Center),O
Sentence 2613,Fig. 83 ,O
,Function,O
,of,O
,digital,O
,outputs,O
Sentence 2614,Fig. 81 ,O
,Analog,O
,inputs,O
,and,O
,measured,O
,value,O
Sentence 2615,Fig. 48 ,O
,Relation,O
,between,O
,setpoint,O
,influence,O
,and,O
,flow,O
,rate,O
Sentence 2616,Fig. 46 ,O
,External,O
,setpoint,O
,influence,O
Sentence 2617,Fig. 117Units ,O
Sentence 2618,Fig. 116Display ,O
,language,O
Sentence 2619,Fig. 39 ,O
,Alarm,O
,log,O
Sentence 2620,Fig. 40 ,O
,Service,O
,contact,O
,information,O
Sentence 2621,Fig. 124Communication ,O
,settings,O
Sentence 2622,Fig. 123Software ,O
,status,O
Sentence 2623,Fig. 72 ,O
,On/off,O
,operation,O
Sentence 2624,Fig. 73 ,O
,Pilot,O
,pump,O
Sentence 2625,Fig. 59 ,O
,Water,O
,tower,O
Sentence 2626,Fig. 57 ,O
,Setpoint,O
,ramp,O
Sentence 2627,Fig. 109External ,O
,fault,O
Sentence 2628,Fig. 33 ,O
,System,O
,operating,O
,mode,O
Sentence 2629,Fig. 101Supervision ,O
,to,O
,Supervision,O
Sentence 2630,Fig. 21 ,O
,Operating,O
,mode,O
Sentence 2631,Fig. 1 ,O
,Location,O
,of,O
,KPC,O
,pump,O
Sentence 2632,Fig. 4 ,O
,Lifting,O
,the,O
,pump,O
Sentence 2633,Fig. 5 ,O
,Positioning,O
Sentence 2634,Fig. 6 ,O
,Connecting,O
,the,O
,outlet,O
,pipe,O
Sentence 2635,Fig. 8 ,O
,Raising,O
,or,O
,laying,O
,down,O
,pumps,O
,with,O
,5.5,O
,kW,O
,Grundfos,O
,MG,O
,and,O
,MGE*,O
,motors,O
Sentence 2636,Fig. 9 ,O
,Raising,O
,or,O
,laying,O
,down,O
,pumps,O
,with,O
,7.5,O
,-,O
,kW,O
,Grundfos,O
,MG,O
,and,O
,MGE*,O
,motors,O
Sentence 2637,Fig. 22 ,O
,Pump,O
,on,O
,Sylomer®,O
,plate,O
Sentence 2638,Fig. 25 ,O
,Nameplate,O
Sentence 2639,Fig. 16 ,O
,Correct,O
,installation,O
Sentence 2640,Fig. 20 ,O
,Alignment,O
,with,O
,shims,O
Sentence 2641,Fig. 17 ,O
,"Foundation,",O
,vertical,O
,mounting,O
Sentence 2642,Fig. 2 ,O
,Lifting,O
,the,O
,motor,O
Sentence 2643,Fig. 29 ,O
,Minimum,O
,flow,O
,rate,O
,in,O
,percentage,O
,of,O
,nominal,O
,flow,O
Sentence 2644,Fig. 5 ,O
,Horizontal,O
,lift,O
,of,O
,pumps,O
,with,O
,7.5,O
,-,O
,kW,O
,Grundfos,O
,MG,O
,and,O
,MGE*,O
,motors,O
Sentence 2645,Fig. 6 ,O
,Horizontal,O
,lift,O
,of,O
,pumps,O
,with,O
,5.5,O
,-,O
,kW,O
,motors,O
,of,O
,other,O
,makes,O
,than,O
Sentence 2646,Fig. 3 ,O
,Lifting,O
,of,O
,pumps,O
,fitted,O
,with,O
,MGE,engine
,motors,O
Sentence 2647,Fig. 1 ,O
,Example,O
,of,O
,floor,O
,installation,O
Sentence 2648,Fig. 3 ,O
,Isolating,O
,valve,O
Sentence 2649,Fig. 2 ,O
,Lifting,O
,the,O
,tank,O
Sentence 2650,Fig. 4 ,O
,Setup,O
,without,O
,pump,O
,control,O
Sentence 2651,Fig. 3 ,O
,Example,O
,of,O
,hose,O
,diagram,O
Sentence 2652,Fig. 5 ,O
,Setup,O
,with,O
,pump,O
,control,O
Sentence 2653,Fig. 5 ,O
,Insulating,O
,the,O
,pump,O
,housing,O
Sentence 2654,Fig. 9 ,O
,Control,O
,panel,O
Sentence 2655,Fig. 1 ,O
,Check,O
,valve,O
,installation,O
Sentence 2656,Fig. 2 ,O
,Installation,O
,positions,O
Sentence 2657,Fig. 4 ,O
,Lifting,O
,the,O
,pit,O
Sentence 2658,Fig. 3 ,O
,Schematic,O
,installation,O
,drawing,O
Sentence 2659,Fig. 5 ,O
,Insufficient,O
,compaction,O
,under,O
,pipes,O
Sentence 2660,Fig. 7 ,O
,Even,O
,pressure,O
,on,O
,all,O
,sides,O
,of,O
,the,O
,pit,O
Sentence 2661,Fig. 8 ,O
,Compactors,O
Sentence 2662,Fig. 18 ,O
,Pipe,O
,with,O
,L965,O
,"sleeve,",O
,seen,O
,from,O
,the,O
,top,O
Sentence 2663,Fig. 20 ,O
,Not,O
,approved,O
,for,O
,pedestrians,O
,and,O
,vehicles,O
Sentence 2664,Fig. 30 ,O
,"Nameplate,",O
,PS.M,O
Sentence 2665,Fig. 36 ,O
,Non-return,O
,valve,O
Sentence 2666,Fig. 35 ,O
,Gooseneck,O
,with,O
,valves,O
Sentence 2667,Fig. 28 ,O
,Example,O
,of,O
,pumping,O
,station,O
Sentence 2668,Fig. 11 ,O
,Wall,O
,profile,O
,PS.W.20,O
Sentence 2669,Fig. 9 ,O
,Stabilising,O
,sand,O
,volume,O
Sentence 2670,Fig. 10 ,O
,Wall,O
,profile,O
,PS.W.04-10,O
Sentence 2671,Fig. 32 ,O
,Opening,O
,PS.W.20,O
Sentence 2672,Fig. 27 ,O
,Air,O
,bells,O
,in,O
,a,O
,pit,O
,with,O
,one,O
,pump,O
Sentence 2673,Fig. 23 ,O
,Adjusting,O
,the,O
,float,O
,switches,O
Sentence 2674,Fig. 24 ,O
,Location,O
,of,O
,the,O
,inlet,O
,electrodes,O
Sentence 2675,Fig. 14 ,O
,Location,O
,of,O
,inlet,O
,relative,O
,to,O
,pipes,O
,with,O
,two,O
,pumps,O
Sentence 2676,Fig. 1 ,O
,Lifting,O
,the,O
,pit,O
,from,O
,a,O
,lorry,O
Sentence 2677,Fig. 13 ,O
,JPD,O
,boosters,O
Sentence 2678,Fig. 2 ,O
,Weather,O
,conditions,O
Sentence 2679,Fig. 15 ,O
,"Nameplate,",O
,JPC,O
Sentence 2680,Fig. 5 ,O
,Inlet,O
,pipe,O
,sloping,O
,upwards,O
Sentence 2681,Fig. 6 ,O
,JPD,O
,PT,O
,installation,O
Sentence 2682,Fig. 7 ,O
,1-phase,O
,pumps,O
Sentence 2683,Fig. 1 ,O
,Horizontal,O
,foundation,O
Sentence 2684,Fig. 2 ,O
,Base,O
,plate,O
Sentence 2685,Fig. 3 ,O
,How,O
,to,O
,fit,O
,the,O
,connections,O
Sentence 2686,Fig. 10 ,O
,Boosting,O
,from,O
,a,O
,well,O
,or,O
,a,O
,tank,O
Sentence 2687,Fig. 4 ,O
,How,O
,to,O
,reduce,O
,noise,O
,in,O
,the,O
,installation,O
Sentence 2688,Fig. 9 ,O
,Priming,O
,the,O
,pump,O
Sentence 2689,Fig. 15 ,O
,SCALA2,O
,outlet,O
,pressure,O
,indication,O
Sentence 2690,Fig. 22 ,O
,Deblocking,O
,the,O
,pump,O
Sentence 2691,Fig. 19 ,O
,Insect,O
,filter,O
Sentence 2692,Fig. 12 ,O
,Grundfos,O
,SCALA2,O
,pump,O
Sentence 2693,Fig. 18 ,O
,User-defined,O
,setpoint,O
,(left),O
,and,O
,self-learned,O
,setpoint,O
,(right),O
Sentence 2694,Fig. 2 ,O
,Lifting,O
,the,O
,motor,O
Sentence 2695,Fig. 1 ,O
,Position,O
,of,O
,lifting,O
,brackets,O
Sentence 2696,Fig. 6 ,O
,Horizontal,O
,lift,O
,of,O
,pumps,O
,with,O
,5.5,O
,-,O
,KW,O
,motors,O
,of,O
,other,O
,makes,O
,than,O
Sentence 2697,Fig. 15 ,O
,Selection,O
,of,O
,pump,O
,setting,O
,for,O
,system,O
,type,O
Sentence 2698,Fig. 18 ,O
,Three,O
,constant-pressure,O
,curves,O
,and,O
,settings,O
Sentence 2699,Fig. 16 ,O
,Three,O
,proportional-pressure,O
,curves,O
,and,O
,settings,O
Sentence 2700,Fig. 29 ,O
,"ALPHA1,",O
,XX-80,O
,TM,O
Sentence 2701,Fig. 7 ,O
,Starting,O
,the,O
,pump,O
Sentence 2702,Fig. 30 ,O
,Examples,O
,of,O
,thread,O
,types,O
,and,O
,combinations,O
Sentence 2703,Fig. 14 ,O
,Nine,O
,light,O
,fields,O
Sentence 2704,Fig. 1 ,O
,Mounting,O
,the,O
,product,O
Sentence 2705,Fig. 26 ,O
,"ALPHA1,",O
,XX-40,O
,TM,O
Sentence 2706,Fig. 23 ,O
,Pump,O
,setting,O
,in,O
,relation,O
,to,O
,pump,O
,performance,O
,TM,O
Sentence 2707,Fig. 11 ,O
,Model,O
,type,O
,on,O
,the,O
,nameplate,O
Sentence 2708,Fig. 10 ,O
,Model,O
,type,O
,on,O
,the,O
,packaging,O
Sentence 2709,Fig. 5 ,O
,Changing,O
,the,O
,control,O
,box,O
,position,O
Sentence 2710,Fig. 27 ,O
,"ALPHA1,",O
,XX-50,O
,TM,O
Sentence 2711,Fig. 25 ,O
,Performance,O
,curves,O
,in,O
,relation,O
,to,O
,pump,O
,setting,O
Sentence 2712,Fig. 22 ,O
,Three,O
,constant-curve,O
,and,O
,constant-speed,O
,settings,O
Sentence 2713,Fig. 20 ,O
,Three,O
,constant-pressure,O
,curves,O
,and,O
,settings,O
Sentence 2714,Fig. 21 ,O
,Selection,O
,of,O
,pump,O
,setting,O
,for,O
,system,O
,type,O
Sentence 2715,Fig. 12 ,O
,Nameplate,O
Sentence 2716,Fig. 28 ,O
,"ALPHA1,",O
,"XX-60,",O
,XX-50/60,O
,TM,O
Sentence 2717,Fig. 6 ,O
,Insulating,O
,the,O
,pump,O
,housing,O
Sentence 2718,Fig. 24 ,O
,ALPHA1,O
,model,O
,B,water pump
Sentence 2719,Fig. 14 ,O
,ALPHA,O
,plugs,O
Sentence 2720,Fig. 29 ,O
,Operating,O
,panel,O
,when,O
,connecting,O
,the,O
,pump,O
,to,O
,Grundfos,O
,GO,O
,Remote,O
Sentence 2721,Fig. 28 ,O
,Operating,O
,panel,O
Sentence 2722,Fig. 8 ,O
,Operating,O
,panel,O
,during,O
,venting,O
,process,O
Sentence 2723,Fig. 12 ,O
,G-threads,O
,and,O
,R-threads,O
Sentence 2724,Fig. 33 ,O
,Operating,O
,panel,O
,when,O
,updating,O
,the,O
,firmware,O
Sentence 2725,Fig. 34 ,O
,Resetting,O
,user,O
,settings,O
,via,O
,the,O
,operating,O
,panel,O
Sentence 2726,Fig. 37 ,O
,"ALPHA3,",O
,"XX-40,",O
,"XX-60,",O
,XX-80,O
Sentence 2727,Fig. 21 ,O
,AUTOADAPT,O
Sentence 2728,Fig. 1 ,O
,Mounting,O
,ALPHA3,O
Sentence 2729,Fig. 35 ,O
,Operating,O
,mode,O
,sequence,O
,when,O
,set,O
,via,O
,the,O
,pump’s,O
,operating,O
,panel,O
Sentence 2730,Fig. 31 ,O
,Operating,O
,panel,O
,when,O
,pump,O
,is,O
,scheduled,O
,to,O
,start,O
,and,O
,stop,O
Sentence 2731,Fig. 32 ,O
,Operating,O
,panel,O
,in,O
,"""Automatic",O
,night,O
,"setback""",O
Sentence 2732,Fig. 20 ,O
,Operating,O
,panel,O
,in,O
,radiator,O
,and,O
,underfloor,O
,mode,O
Sentence 2733,Fig. 11 ,O
,Nameplate,O
Sentence 2734,Fig. 36 ,O
,Warning,O
,and,O
,alarm,O
,indication,O
,on,O
,the,O
,operating,O
,panel,O
Sentence 2735,Fig. 4 ,O
,Control,O
,box,O
,"position,",O
,air-conditioning,O
,and,O
,cold-water,O
,systems,O
Sentence 2736,Fig. 5 ,O
,Insulating,O
,the,O
,pump,O
,housing,O
Sentence 2737,Fig. 30 ,O
,Identifying,O
,a,O
,pump,O
,in,O
,Grundfos,O
,GO,O
,Remote,O
Sentence 2738,Fig. 4 ,O
,Water-in-oil,O
,sensor,O
Sentence 2739,Fig. 1 ,O
,Lifting,O
,drawing,O
Sentence 2740,Fig. 5 ,O
,STO,O
,wiring,O
Sentence 2741,Fig. 4 ,O
,Wiring,O
,"diagram,",O
,three-phase,O
,mains,O
,connection,O
Sentence 2742,Fig. 7 ,O
,Example,O
,of,O
,connection,O
,of,O
,a,O
,3-conductor,O
,bus,O
,cable,O
,with,O
,screen,O
,connected,O
,to,O
,CUE,industrial equipment
,(controller,O
,with,O
,no,O
,cable,O
Sentence 2743,Fig. 19 ,O
,Terminals,O
,for,O
,signal,O
,relays,O
,in,O
,normal,O
,state,O
,(not,O
,activated),O
Sentence 2744,Fig. 21 ,O
,Terminals,O
,for,O
,relay,O
,"connection,",O
,C1Connecting,O
,the,O
,MCB 114,control unit
,sensor,O
,input,O
,module,O
Sentence 2745,Fig. 8 ,O
,Wiring,O
,"diagram,",O
,three-phase,O
,mains,O
,connection,O
Sentence 2746,Fig. 11 ,O
,Mains,O
,and,O
,motor,O
,"connection,",O
,C1,O
Sentence 2747,Fig. 9 ,O
,Mains,O
,"connection,",O
,B2,O
Sentence 2748,Fig. 15 ,O
,Signal,O
,"terminals,",O
,all,O
,enclosures,O
Sentence 2749,Fig. 16 ,O
,Fitting,O
,the,O
,conductor,O
,into,O
,the,O
,signal,O
,terminal,O
Sentence 2750,Fig. 24 ,O
,Operating,O
,panel,O
Sentence 2751,Fig. 13 ,O
,STO,O
,wiring,O
Sentence 2752,Fig. 23 ,O
,Enclosures,O
,"B2,",O
,C1,O
Sentence 2753,Fig. 3 ,O
,Example,O
,of,O
,three-phase,O
,mains,O
,connection,O
,of,O
,CUE,industrial equipment
,with,O
,main,O
,"switch,",O
,backup,O
,fuses,O
,and,O
,additional,O
,protection,O
Sentence 2754,Fig. 1 ,O
,Operating,O
,levels,O
,of,O
,DWK,O
Sentence 2755,Fig. 2 ,O
,Operating,O
,levels,O
,of,O
,DPK,water pump
Sentence 2756,Figure 8: ,O
,Hit,O
,your,O
,left-mouse,O
,button,O
,on,O
,a,O
,folder,O
,that,O
,contains,O
,con::lyte,O
,data,O
,and,O
,drag,O
,the,O
,folder,O
,into,O
,the,O
,visu::tool,O
,main,O
,window,O
Sentence 2757,Figure 7: ,O
,open,O
,the,O
,visu-tool,O
,folder,O
,and,O
,run,O
,visu-tool.exe,O
,to,O
,start,O
,the,O
,application,O
Sentence 2758,Figure 15: ,O
,Tools,O
,available,O
,in,O
,every,O
,plot,O
,window,O
Sentence 2759,Figure 9: ,O
,Select,O
,"""File""",O
,from,O
,the,O
,main,O
,menu,O
,in,O
,visu::tool.,O
,In,O
,the,O
,file,O
,menu,O
,select,O
,"""open",O
,"directory""",O
,and,O
,navigate,O
,to,O
,your,O
,folder.,O
,Select,O
,the,O
,folder,O
,and,O
,confirm,O
,your,O
,selection.,O
Sentence 2760,Figure 10: ,O
,Load,O
,data,O
,from,O
,a,O
,previously,O
,selected,O
,folder,O
Sentence 2761,Figure 14: ,O
,Four,O
,timeseries,O
,in,O
,separate,O
,graphs,O
Sentence 2762,Figure 1: ,O
,Read,O
,and,O
,accept,O
,the,O
,license,O
,agreement,O
Sentence 2763,Figure 11: ,O
,Loaded,O
,timeseries,O
,tree,O
,representation,O
Sentence 2764,Figure 2: ,O
,Select,O
,the,O
,installation,O
,folder,O
,or,O
,proceed,O
,with,O
,the,O
,default,O
,directory,O
,(recommended),O
Sentence 2765,Figure 3: ,O
,optionally,O
,create,O
,a,O
,desktop,O
,shortcut,O
Sentence 2766,Figure 16: ,O
,Save,O
,timeseries,O
,data,O
,to,O
,Excel,O
Sentence 2767,Figure 17: ,O
,Timeseries,O
,Excel,O
,output,O
,file,O
,example,O
Sentence 2768,Figure 12: ,O
,Loaded,O
,data,O
,with,O
,selected,O
,timeseries,O
Sentence 2769,Figure 13: ,O
,Four,O
,timeseries,O
,plotted,O
,in,O
,one,O
,graph,O
,window,O
Sentence 2770,Figure 4: ,O
,Hit,O
,„Install”,O
,to,O
,start,O
,the,O
,installation,O
Sentence 2771,Figure 5: ,O
,Launch,O
,visu::tool,O
,to,O
,test,O
,your,O
,installation,O
Sentence 2772,Figure 6: ,O
,unpack,O
,the,O
,compressed,O
,visu::tool,O
,archive,O
,and,O
,copy,O
,it,O
,to,O
,a,O
,folder,O
,somewhere,O
,on,O
,your,O
,system,O
Sentence 2773,Fig. 6 ,O
,CIM 260,industrial electrical
,or,O
,CIM 280,control unit
,cellular,O
,module,O
Sentence 2774,Fig. 1 ,O
,QR,O
,code,O
,for,O
,the,O
,CIU,recording equipment
,quick,O
,guide,O
Sentence 2775,Fig. 3 ,O
,Fitting,O
,an,O
,external,O
,cellular,O
,antenna,O
Sentence 2776,Fig. 5 ,O
,Connecting,O
,the,O
,battery,O
Sentence 2777,Fig. 5 ,O
,Bolt,O
,in,O
,foundation,O
Sentence 2778,Fig. 6 ,O
,Alignment,O
,with,O
,shims,O
Sentence 2779,Fig. 1 ,O
,Lifting,O
,points,O
Sentence 2780,Fig. 2 ,O
,Correct,O
,installation,O
Sentence 2781,Fig. 3 ,O
,"Foundation,",O
,vertical,O
,mounting,O
Sentence 2782,Fig. 9 ,O
,Protective,O
,cover,O
,and,O
,data,O
,cable,O
Sentence 2783,Fig. 10 ,O
,Connecting,O
,the,O
,data,O
,cable,O
Sentence 2784,Fig. 19 ,O
,Signal,O
,strength,O
,test,O
,results,O
Sentence 2785,Fig. 18 ,O
,Signal,O
,strength,O
,test,O
,start,O
,page,O
Sentence 2786,Fig. 13 ,O
,The,O
,screen,O
,after,O
,setup.,O
Sentence 2787,Fig. 1 ,O
,Removing,O
,the,O
,metal,O
,plate,O
Sentence 2788,Fig. 2 ,O
,Removing,O
,the,O
,SIM,O
,card,O
,holder,O
Sentence 2789,Fig. 14 ,O
,Setting,O
,up,O
,the,O
,sensor,O
Sentence 2790,Figure 5-1 ,O
,Cable,O
,"box,",O
,open,O
Sentence 2791,Figure 5-2 ,O
,Connection,O
,diagram,O
Sentence 2792,Figure 9-3 ,O
,Cable,O
,"box,",O
,dimensions,O
,in,O
,mm,O
,(inches),O
Sentence 2793,Figure 9-1 ,O
,Pressure,O
,transmitter,O
,with,O
,protective,O
,cover,O
,made,O
,of,O
,"PPE/ETFE,",O
,dimensions,O
,in,O
,mm,O
Sentence 2794,Figure 9-2 ,O
,Pressure,O
,transmitter,O
,with,O
,protective,O
,cover,O
,made,O
,of,O
,stainless,O
,"steel,",O
,dimensions,O
,in,O
,mm,O
Sentence 2795,Figure 4-2 ,O
,Setting,O
,up,O
,the,O
,measuring,O
,points,O
Sentence 2796,Figure 4-1 ,O
,Mounting,O
,the,O
,pressure,O
,transmitter,O
,(example,O
,with,O
,protective,O
,cover,O
,made,O
,of,O
,PPE),O
Sentence 2797,Figure 3-1 ,O
,Example,O
,of,O
,a,O
,nameplate,O
Sentence 2798,Figure 3-2 ,O
,Pressure,O
,"transmitter,",O
,mode,O
,of,O
,operation,O
,and,O
,wiring,O
,diagram,O
Sentence 2799,Fig. 1 ,O
Sentence 2800,Fig. 2 ,O
Sentence 2801,Fig. 4 ,O
Sentence 2802,Fig. 5 ,O
,"CR,",O
,CRN,water pump
,"95,",O
,"125,",O
Sentence 2803,Fig. 3 ,O
,Vent,O
,position,O
,on,O
,horizontal,O
,CR,water pump
,pumps,O
Sentence 2804,Fig. 6 ,O
,Example,O
,of,O
,how,O
,to,O
,remove,O
,condensed,O
,water,O
,from,O
,the,O
,air-cooled,O
,top,O
Sentence 2805,Fig. 2 ,O
,Dimensional,O
,sketch,O
Sentence 2806,Fig. 1 ,O
,Nameplate,O
Sentence 2807,Fig. 8 ,O
,KPL,O
,and,O
,KWM:,O
,lifting,O
,with,O
,double,O
,"wire,",O
,step,O
Sentence 2808,Fig. 9 ,O
,KPG:,O
,lifting,O
,with,O
,double,O
,"wire,",O
,step,O
Sentence 2809,Fig. 10 ,O
,KPG:,O
,lifting,O
,with,O
,double,O
,"wire,",O
,step,O
Sentence 2810,Fig. 3 ,O
,Standard,O
,wiring,O
,diagram,O
,of,O
,IO 113,i o systems
,and,O
,SM 113,control unit
,placed,O
,inside,O
,of,O
,the,O
,KPL,O
,and,O
,KWM,O
,pump,O
Sentence 2811,Fig. 29 ,O
,Nameplate,O
Sentence 2812,Fig. 30 ,O
,KPL:,O
,switches,O
,and,O
,sensors,O
Sentence 2813,Fig. 34 ,O
,Installation,O
,example,O
,of,O
,KPG,O
Sentence 2814,Fig. 17 ,O
,"Direct-online-starting,",O
,one,O
,power,O
,cable,O
Sentence 2815,Fig. 33 ,O
,Installation,O
,example,O
,of,O
,KPL,O
Sentence 2816,Fig. 35 ,O
,Installation,O
,example,O
,of,O
,KWM,O
Sentence 2817,Fig. 32 ,O
,KPG:,O
,switches,O
,and,O
,sensors,O
Sentence 2818,Fig. 1 ,O
,KPL,O
,and,O
,KWM:,O
,lifting,O
,points,O
Sentence 2819,Fig. 26 ,O
,KPL,O
,pump,O
Sentence 2820,Fig. 24 ,O
,Pump,O
,secured,O
,with,O
,a,O
,crane,O
Sentence 2821,Fig. 22 ,O
,Direct-on-line,O
,starting,O
Sentence 2822,Fig. 23 ,O
,Star-delta,O
,starting,O
Sentence 2823,Fig. 8 ,O
,Position,O
,of,O
,filling,O
,hole,O
,and,O
,drain,O
,hole,O
Sentence 2824,Fig. 7 ,O
,Loosening,O
,the,O
,inspection,O
,screw,O
Sentence 2825,Fig. 1 ,O
,Pump,O
,position,O
Sentence 2826,Fig. 5 ,O
,Terminal,O
,box,O
,positions,O
Sentence 2827,Fig. 2 ,O
,Correct,O
,lifting,O
,of,O
,the,O
,pump,O
Sentence 2828,Fig. 1 ,O
,Example,O
,of,O
,a,O
,DSS,heat pump
,system,O
Sentence 2829,Fig. 2 ,O
,Free-standing,O
,pump,O
,on,O
,ring,O
,stand,O
Sentence 2830,Fig. 6 ,O
,Dimensions,O
,of,O
,pump,O
,on,O
,auto,O
,coupling,O
Sentence 2831,Fig. 2 ,O
,Dimensions,O
,of,O
,pump,O
,on,O
,ring,O
,stand,O
Sentence 2832,Fig. 8 ,O
,Jerk,O
,direction,O
Sentence 2833,Fig. 6 ,O
,S3,O
,operation,O
Sentence 2834,Fig. 7 ,O
,S1,O
,operation,O
Sentence 2835,Fig. 1 ,O
,Dimensions,O
,of,O
,pump,O
,without,O
,accessories,O
Sentence 2836,Fig. 3 ,O
,Dimensions,O
,of,O
,pump,O
,on,O
,auto,O
,coupling,O
Sentence 2837,Fig. 4 ,O
,Dimensions,O
,of,O
,pump,O
,without,O
,accessories,O
Sentence 2838,Fig. 5 ,O
,Dimensions,O
,of,O
,pump,O
,on,O
,ring,O
,stand,O
Sentence 2839,Fig. 14 ,O
,Position,O
,of,O
,oil,O
,plug,O
Sentence 2840,Fig. 18 ,O
,Connection,O
,to,O
,measuring,O
,cells,O
,AQC-D1/AQC-D2/AQC-D3,O
Sentence 2841,Fig. 17 ,O
,Connection,O
,to,O
,single-rod,O
,measuring,O
,chains,O
,for,O
,"pH,",O
,redox,O
Sentence 2842,Fig. 39 ,O
,Calibration,O
,of,O
,the,O
,parameters,O
,"chlorine,",O
,chlorine,O
,"dioxide,",O
,"peroxide,",O
,ozone,O
,and,O
,peracetic,O
,acid,O
Sentence 2843,Fig. 29 ,O
,Time,O
,setting,O
Sentence 2844,Fig. 1 ,O
,"Nameplate,",O
,Conex®,O
,DIA-2Q,O
,TM,O
Sentence 2845,Fig. 28 ,O
,Chlorine,O
,measurement,O
,with,O
,AQC-D2/-D12/-D3/-D13,O
Sentence 2846,Fig. 27 ,O
,Chlorine,O
,measurement,O
,with,O
,pH,O
,and,O
,temperature,O
,compensation,O
